Number,id_plot,province,latitude,longitude,altitude,aspect,MAT,MAP,Climate_change,slope,Forest_type,Forest_types,age,origin,origin_unsure,sucstage,area,Root_C_stock,lnRoot,Tree_C_stock,lnTree,Herb_layer_C_stock,lnHerb,Litter_layer_C_stock,lnLitter,Shrub_layer_C_stock,lnShrub,Woody_plant_C_stock,lnWoody,Total_aboveground_C_stock,lnabove,O_C_stock,lnOC,A_C_stock,lnAC,Total_soil_C_stock,lnTC,Total_belowground_C_stock,lnbelow,Total_forest_C_stock,lnTotalforest,AM_tree_C_stock,lnAM,EcM_tree_C_stock,lnEcM,C_stock_fraction_of_AM_tree,C_stock_fraction_of_EcM_tree,Ratio_of_AM_tree_C_to_EcM_tree_C,EcMrichness10,Amrichness10,species_richness10cm
266,GZ30,GZ,25.71224444,108.2161222,463,SE,18.5,1284,591.74075,28,Evergreen_broadleaved_forest,Broadleaved_forest,35,natural,natural,middle,500,12.36332711,2.514734599,189.0649999,5.242090871,NA,NA,NA,NA,NA,NA,189.0649999,5.242090871,176.7016727,5.174462846,19.0096282,2.944945598,17.66384735,2.871520028,36.67347555,3.602053757,49.03680267,3.892571091,225.7384754,5.419377141,189.0649998,5.24209087,NA,NA,100,0,NA,0,3,3
377,HB12,HB,31.68810278,111.3500778,1470,NW,8.5,1237,557.55525,5,Broadleaved_deciduous_forest,Broadleaved_forest,96,natural,natural,middle,600,10.43969172,2.345615053,96.25465655,4.566997352,NA,NA,NA,NA,NA,NA,96.25465655,4.566997352,85.81496483,4.452193407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.700976548,1.308596717,92.55368,4.527788801,3.84498442,96.15501558,0.039987352,1,2,3
378,HB13,HB,31.68770833,111.3511333,1480,SW,8.5,1237,557.55525,30,Broadleaved_deciduous_forest,Broadleaved_forest,85,natural,natural,middle,600,10.4124767,2.34300477,97.74723715,4.582384934,NA,NA,NA,NA,NA,NA,97.74723715,4.582384934,87.33476045,4.469748556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.667393084,0.981101622,95.07984408,4.554717003,2.728868008,97.27113199,0.028054243,1,0,1
1136,ZJ181,ZJ,29.31335,119.2577639,153,NE,17,1522,694.8025,10,Broadleaved_deciduous_forest,Broadleaved_forest,40,natural,natural,middle,600,19.01099232,2.945017355,118.8957572,4.778247119,NA,NA,0.149271703,-1.901987124,NA,NA,118.8957572,4.778247119,99.88476483,4.60401717,22.24632244,3.102176711,17.08026014,2.837923419,39.32658258,3.671900692,58.3375749,4.066246395,158.2223397,5.064001257,8.978461183,2.194828507,109.9172959,4.699728228,7.551540444,92.44845956,0.081683789,5,3,5
1143,ZJ188,ZJ,29.47249444,119.2372472,84,NW,16.7,1529,697.48995,40,Evergreen_broadleaved_forest,Broadleaved_forest,32,natural,natural,middle,600,3.888448618,1.358010265,33.66352573,3.516414929,NA,NA,0.159218202,-1.837479678,NA,NA,33.66352573,3.516414929,29.77507711,3.393671705,39.81080763,3.684138424,20.81531227,3.035688883,60.6261199,4.104725822,64.51456852,4.166891067,94.28964563,4.546371381,10.74578591,2.374513669,22.91773982,3.131911275,31.92115406,68.07884594,0.468885064,4,3,5
76,AH83,AH,32.33777778,118.01,142,SW,15.1,979,452.51535,5,Broadleaved_deciduous_forest,Broadleaved_forest,83,natural,natural,late,1000,12.45068781,2.521775867,50.33319065,3.918664713,NA,NA,0.185108696,-1.68681208,NA,NA,50.33319065,3.918664713,37.88250284,3.634489339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.33319065,3.918664713,NA,NA,100,0,NA,0,4,4
1098,ZJ143,ZJ,27.624525,118.923025,344,NW,17.6,1858,843.9526,30,Evergreen_broadleaved_forest,Broadleaved_forest,37,natural,natural,early,600,12.46072526,2.522581719,96.6668187,4.571270207,NA,NA,0.188778978,-1.667178377,NA,NA,96.6668187,4.571270207,84.20609344,4.433267287,20.79173239,3.034555426,15.09989779,2.714687975,35.89163018,3.580504126,48.35235544,3.878514937,132.5584489,4.887023672,59.80317311,4.091058722,36.69987193,3.602773265,61.86525418,37.96532503,1.62951994,12,13,15
1139,ZJ184,ZJ,29.46966111,119.271875,69,NE,17.3,1482,677.54555,20,Mixed_broadleaved_coniferous_forest,Mixed_forest,67,natural,natural,early,600,6.544569105,1.878635561,73.50289295,4.297324765,NA,NA,0.203558192,-1.591803359,NA,NA,73.50289295,4.297324765,66.95832385,4.204070394,37.40390403,3.621775085,12.25422305,2.505870616,49.65812708,3.905162065,56.20269619,4.028964731,123.16102,4.813492605,15.99836241,2.772486368,57.50453057,4.051863737,21.76562277,78.23437723,0.278210469,7,4,6
827,SC201,SC,28.54639444,100.1910333,3824,SW,4.5,699,314.65425,19,Evergreen_broadleaved_forest,Broadleaved_forest,83,natural,natural,middle,600,9.199810955,2.219182935,84.57282735,4.437613025,NA,NA,0.217239394,-1.526755335,NA,NA,84.57282735,4.437613025,75.37301639,4.322449338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.007392689,0.69683671,79.47093933,4.375391412,2.373566963,93.96746192,0.025259456,4,1,4
1091,ZJ136,ZJ,27.62513889,118.9093111,359,SW,16.5,1926,872.49675,35,Mixed_broadleaved_coniferous_forest,Mixed_forest,35,natural,natural,early,600,11.04903719,2.402343292,77.91788065,4.35565546,NA,NA,0.224331636,-1.494629804,NA,NA,77.91788065,4.35565546,66.86884346,4.202733141,23.34480151,3.150374326,13.3224842,2.589453149,36.6672857,3.60188496,47.71632289,3.865273538,114.5851664,4.741318358,32.24465509,3.473352296,45.49451758,3.817591826,41.3828698,58.38777597,0.708759139,13,13,16
1121,ZJ166,ZJ,29.16313333,119.6363278,119,SW,17.5,1435,657.06375,5,Mixed_broadleaved_coniferous_forest,Mixed_forest,45,natural,natural,middle,600,6.237884255,1.830641063,64.50437475,4.166733047,NA,NA,0.248168406,-1.393647707,NA,NA,64.50437475,4.166733047,58.26649049,4.065027151,12.82301303,2.55124145,10.05993363,2.308560567,22.88294666,3.130391946,29.12083092,3.371453757,87.38732141,4.470350208,22.23984402,3.101885456,42.26453072,3.743948217,34.47803984,65.52196016,0.526205867,5,7,7
308,GZ72,GZ,25.72556389,108.2258611,398,NW,18.5,1279,589.53325,25,Broadleaved_deciduous_forest,Broadleaved_forest,18,natural,natural,early,500,3.696524194,1.307392971,42.83895373,3.757447823,NA,NA,0.276257084,-1.286423383,NA,NA,42.83895373,3.757447823,39.14242953,3.667207033,52.22160192,3.955496239,47.68843241,3.864688861,99.91003433,4.604270124,103.6065585,4.640600634,142.7489881,4.96108776,36.67412971,3.602071594,6.164824012,1.81885959,85.60930304,14.39069696,5.948933763,1,1,2
1099,ZJ144,ZJ,27.62518056,118.9234167,344,NW,16.8,1907,864.5113,30,Evergreen_broadleaved_forest,Broadleaved_forest,89,natural,natural,early,600,13.75332545,2.621280646,106.2211996,4.665523708,NA,NA,0.285370907,-1.253965517,NA,NA,106.2211996,4.665523708,92.46787415,4.526861278,23.46981714,3.155715219,15.01589128,2.709109059,38.48570842,3.650286963,52.23903387,3.955829991,144.706908,4.974710373,49.32601524,3.898451634,56.83941288,4.040229974,46.43707228,53.51042268,0.867813595,12,11,14
994,ZJ30,ZJ,29.98748611,119.9274583,52,NE,17,1391,636.966,25,Evergreen_broadleaved_forest,Broadleaved_forest,56,natural,natural,middle,1000,11.84616562,2.472004239,65.8747172,4.187754714,NA,NA,0.370908246,-0.991800562,NA,NA,65.8747172,4.187754714,54.02855158,3.98951264,19.78177524,2.984761071,8.241656278,2.109201328,28.02343152,3.333041,39.86959714,3.685614057,93.89814872,4.542210671,62.65488835,4.137641705,3.219828822,1.169328197,95.11219333,4.887806674,19.45907432,1,7,7
1093,ZJ138,ZJ,27.62449167,118.9106139,359,SW,18,1821,828.1545,35,Mixed_broadleaved_coniferous_forest,Mixed_forest,78,natural,natural,early,600,11.23988471,2.419468587,90.49921795,4.505341209,NA,NA,0.446104476,-0.807202103,NA,NA,90.49921795,4.505341209,79.25933324,4.372725175,30.25646513,3.409709885,15.97939444,2.771300045,46.23585957,3.833755678,57.47574428,4.05136302,136.7350775,4.918045313,10.72140932,2.372242613,78.05340452,4.357393266,11.8469635,86.24760113,0.137359919,7,4,7
1097,ZJ142,ZJ,27.62396111,118.9225472,344,NW,17.6,1858,843.9526,30,Evergreen_broadleaved_forest,Broadleaved_forest,35,natural,natural,early,600,11.52514653,2.444531303,87.9386124,4.476638985,NA,NA,0.495206715,-0.702779998,NA,NA,87.9386124,4.476638985,76.41346587,4.336158935,19.73445534,2.98236611,16.58220417,2.808330082,36.31665951,3.592276576,47.84180604,3.867899861,124.2552719,4.822338094,43.83155691,3.780354035,44.10705551,3.786619759,49.84335743,50.15664257,0.993753866,7,8,12
1140,ZJ185,ZJ,29.46923889,119.2715,69,NE,17.3,1482,677.54555,20,Mixed_broadleaved_coniferous_forest,Mixed_forest,25,natural,natural,early,600,6.568724258,1.882319637,78.14471125,4.35856238,NA,NA,0.504061063,-0.685057862,NA,NA,78.14471125,4.35856238,71.57598699,4.27075964,29.18154925,3.373536635,12.56068724,2.530571876,41.74223649,3.731513482,48.31096075,3.877658466,119.8869477,4.786549196,6.570397121,1.882574275,71.57431415,4.270736269,8.407986944,91.59201306,0.091798255,4,3,5
1092,ZJ137,ZJ,27.62488333,118.9100833,359,SW,18,1821,828.1545,35,Mixed_broadleaved_coniferous_forest,Mixed_forest,57,natural,natural,early,600,9.132159123,2.211802153,82.9042826,4.417686721,NA,NA,0.532615645,-0.629955231,NA,NA,82.9042826,4.417686721,73.77212348,4.30098093,23.28568866,3.147838951,19.3208939,2.961187096,42.60658255,3.752008761,51.73874167,3.946206856,125.5108652,4.83239233,16.49398832,2.80299597,66.18668168,4.19247926,19.89521868,79.8350575,0.249204038,10,4,9
1127,ZJ172,ZJ,29.46544444,119.2762833,142,NW,17.3,1480,676.66255,30,Mixed_broadleaved_coniferous_forest,Mixed_forest,20,natural,natural,middle,600,7.950667848,2.073255931,70.0839999,4.249694521,NA,NA,0.614017603,-0.487731682,NA,NA,70.0839999,4.249694521,62.13333205,4.129282593,41.30681183,3.721027422,10.50751397,2.352090617,51.8143258,3.947666671,59.76499365,4.090420099,121.8983257,4.803187301,5.783159559,1.75495017,64.30084032,4.1635727,8.251754422,91.74824558,0.089939098,4,4,5
1095,ZJ140,ZJ,27.62433333,118.9205972,350,SW,17.6,1858,843.9526,35,Mixed_broadleaved_forest,Broadleaved_forest,36,natural,natural,early,600,15.65782852,2.750971017,110.5296141,4.705283486,NA,NA,0.78207498,-0.245804661,NA,NA,110.5296141,4.705283486,94.87178553,4.552526354,30.29113892,3.410855225,NA,NA,NA,NA,NA,NA,NA,NA,50.0778317,3.913578429,60.26306405,4.09871938,45.30716236,54.52209759,0.830987148,15,14,20
1096,ZJ141,ZJ,27.62415833,118.9202028,350,SW,17.6,1858,843.9526,35,Mixed_broadleaved_forest,Broadleaved_forest,35,natural,natural,early,600,11.75444608,2.464231559,89.7381457,4.496895937,NA,NA,0.943528277,-0.058128944,NA,NA,89.7381457,4.496895937,77.98369962,4.356499826,27.68449077,3.320872356,NA,NA,NA,NA,NA,NA,NA,NA,54.02978358,3.989535442,35.21766384,3.56154777,60.20826835,39.24492039,1.534167168,7,11,12
522,HB157,HB,33.00721667,110.4649833,287,SW,15.5,763,357.68875,35,Broadleaved_deciduous_forest,Broadleaved_forest,29,natural,natural,middle,600,3.756738845,1.323551253,32.90447519,3.493608673,0.000231818,-8.369557977,0.505650936,-0.681908698,NA,NA,32.90447519,3.493608673,29.14796816,3.372385207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.910769269,0.64750592,30.99370593,3.433784149,5.807019434,94.19298057,0.061650235,3,1,4
796,SC170,SC,29.22333056,101.5321083,3787,NE,3.9,931,416.27615,16,Coniferous_forest,Coniferous_forest,231,natural,natural,late,1000,55.03149448,4.007905648,337.3066425,5.820992435,0.000891966,-7.022082543,0.210581231,-1.557883805,NA,NA,337.3066425,5.820992435,282.27604,5.642885457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.3066425,5.820992435,0,100,0,1,0,1
786,SC160,SC,29.15353056,101.4017028,3741,NE,4.7,894,401.01545,11,Coniferous_forest,Coniferous_forest,89,natural,natural,middle,600,31.89829001,3.462552404,326.093972,5.787185597,0.004948757,-5.308618845,0.092938747,-2.375814637,NA,NA,326.093972,5.787185597,294.2006307,5.684261952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.623227749,0.964405525,323.4707443,5.779108675,0.804439203,99.1955608,0.008109629,2,3,3
793,SC167,SC,29.16088611,101.4003694,3728,SE,3.4,909,405.8914,17,Mixed_broadleaved_coniferous_forest,Mixed_forest,121,natural,natural,middle,1000,55.03730631,4.008011252,329.3804714,5.797213531,0.011306036,-4.482418537,0.179352066,-1.718404556,NA,NA,329.3804714,5.797213531,274.3544711,5.61442096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.372170352,0.863805296,309.3918415,5.734608569,0.720191559,93.93144656,0.007667204,5,3,5
304,GZ68,GZ,25.72585556,108.2264028,367,NW,18.5,1279,589.53325,25,Broadleaved_deciduous_forest,Broadleaved_forest,20,natural,natural,early,500,3.451363465,1.23876936,42.48226336,3.749086656,0.014914584,-4.205415753,0.370875,-0.9918902,NA,NA,42.48226336,3.749086656,39.04581448,3.664735687,45.23601162,3.811893487,42.90514104,3.758991657,88.14115266,4.478939537,91.59251612,4.517349567,130.6383306,4.87243267,39.61615119,3.679236893,2.866112171,1.052956467,93.25339108,6.746608924,13.82226125,1,1,2
785,SC159,SC,29.15381389,101.4018333,3751,NE,4.7,894,401.01545,9,Coniferous_forest,Coniferous_forest,227,natural,natural,late,600,34.47465394,3.540224386,352.4509907,5.864911579,0.018250261,-4.003575898,0.374404839,-0.98241761,NA,NA,352.4509907,5.864911579,317.994587,5.762034361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.1412339,5.858336599,0,99.34465873,0,3,0,3
305,GZ69,GZ,25.725575,108.2266861,367,NW,18.5,1279,589.53325,23,Broadleaved_deciduous_forest,Broadleaved_forest,20,natural,natural,early,500,2.841586184,1.044362412,32.98953685,3.496190446,0.023876917,-3.734843103,0.37625,-0.977501463,NA,NA,32.98953685,3.496190446,30.17182758,3.406908627,45.23601162,3.811893487,42.90514104,3.758991657,88.14115266,4.478939537,90.98273884,4.510669805,121.1545664,4.797067139,28.95716181,3.365817559,4.032375038,1.394355542,87.77680615,12.22319385,7.181167807,1,1,2
757,SC131,SC,31.60163056,102.3756028,3520,SW,3.6,845,377.9041,34,Evergreen_broadleaved_forest,Broadleaved_forest,26,natural,natural,early,600,0.481139293,-0.73159846,4.237348615,1.443937747,0.023886389,-3.73444648,0.420066093,-0.867343216,NA,NA,4.237348615,1.443937747,3.78009571,1.329749329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071296947,-2.640901772,4.166051667,1.426968745,1.682583925,98.31741608,0.017113793,1,0,1
523,HB158,HB,33.00491111,110.4661028,301,NE,15.5,763,357.68875,30,Broadleaved_deciduous_forest,Broadleaved_forest,38,natural,natural,middle,600,3.767460898,1.326401273,30.69526467,3.424108397,0.025332772,-3.675656386,0.241602664,-1.420460786,NA,NA,30.69526467,3.424108397,26.95313654,3.294099674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.704821138,1.309634982,25.23959241,3.228413889,12.06968299,82.22633908,0.146786092,3,1,5
77,AH84,AH,32.3375,118.0102778,141,SE,15.1,979,452.51535,25,Broadleaved_deciduous_forest,Broadleaved_forest,75,natural,natural,late,1000,9.853487958,2.2878255,38.90728161,3.661181421,0.028,-3.575550769,0.244910715,-1.406861563,NA,NA,38.90728161,3.661181421,29.08179365,3.370112331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.90728161,3.661181421,NA,NA,100,0,NA,1,4,5
1028,ZJ73,ZJ,27.94095278,120.5498306,29,SW,18.6,1691,771.5656,30,Mixed_broadleaved_coniferous_forest,Mixed_forest,25,natural,natural,middle,600,6.179822033,1.821289474,59.58230305,4.087358601,0.035645,-3.334146394,0.316679328,-1.149865601,NA,NA,59.58230305,4.087358601,53.43812602,3.978524462,29.75995619,3.393163738,15.15170192,2.718112864,44.91165812,3.804697407,51.09148015,3.933617754,104.5296062,4.649470344,42.59909538,3.751833018,16.98320767,2.832225072,71.49622153,28.50377847,2.508306806,3,3,3
504,HB139,HB,31.01839722,112.2037917,181,NW,16.1,980,454.30035,3,Mixed_broadleaved_coniferous_forest,Mixed_forest,67,natural,natural,early,600,6.224232471,1.828450137,49.41731626,3.900300894,0.036415925,-3.3127491,0.390424143,-0.940521585,NA,NA,49.41731626,3.900300894,43.22949971,3.766523126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916718171,0.650614438,47.19372067,3.854260847,3.878636713,95.50037161,0.040613839,2,1,3
40,AH43,AH,30.95446389,118.0344972,364,SW,15.5,1323,604.92875,39,Mixed_broadleaved_coniferous_forest,Mixed_forest,58,natural,natural,middle,1000,7.908144752,2.06789321,54.3402965,3.99526606,0.036722334,-3.304370153,0.169721834,-1.773594453,NA,NA,54.3402965,3.99526606,46.46887408,3.838782714,33.14151979,3.500786871,17.93027212,2.886490464,51.07179191,3.933232327,58.97993667,4.07719733,105.4488107,4.658225629,2.726505093,1.003020603,51.5628116,3.942800707,5.017464514,94.88871969,0.052877355,4,1,5
312,GZ76,GZ,28.82489444,107.6095694,1165,SW,13.1,1275,580.51235,10,Broadleaved_deciduous_forest,Broadleaved_forest,40,natural,natural,early,1000,5.074677015,1.624262881,43.68684621,3.777047055,0.039436667,-3.233059261,0.028466667,-3.559021455,NA,NA,43.68684621,3.777047055,38.65160586,3.654588323,47.49194884,3.860560199,21.83316188,3.083430001,69.32511072,4.238807189,74.39978774,4.309453089,113.0513936,4.727842526,NA,NA,43.68684621,3.777047055,0,100,0,1,0,1
42,AH45,AH,30.89303056,117.7948139,205,SW,15.8,1321,604.4488,42,Mixed_broadleaved_coniferous_forest,Mixed_forest,58,natural,natural,middle,1000,13.56961431,2.607833051,75.11515615,4.319022351,0.041887334,-3.172771789,0.2359865,-1.443980679,NA,NA,75.11515615,4.319022351,61.58742917,4.120457778,28.85390428,3.362245314,20.07434746,2.999442754,48.92825174,3.890354975,62.49786605,4.135132413,124.0852952,4.820969194,3.637624336,1.291330814,71.47753185,4.26938316,4.842730177,95.15726982,0.050891857,7,3,10
72,AH79,AH,32.26861111,118.2586111,113,SW,15,1033,476.222,5,Broadleaved_deciduous_forest,Broadleaved_forest,57,natural,natural,middle,1000,11.45297775,2.438249762,45.60852228,3.820094591,0.0445,-3.11226609,0.123588957,-2.090794083,NA,NA,45.60852228,3.820094591,34.20004453,3.532226946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.19987781,3.765837667,2.408644474,0.87906413,94.71887193,5.281128074,17.9353484,1,7,8
506,HB141,HB,31.00974444,112.2052639,210,SW,16.1,984,456.06635,0,Broadleaved_deciduous_forest,Broadleaved_forest,29,natural,natural,early,600,3.217922217,1.168735877,25.45401216,3.236873379,0.044687044,-3.108071663,0.307331026,-1.179829852,NA,NA,25.45401216,3.236873379,22.28077698,3.103724288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.986748287,0.686499276,23.46726387,3.155606423,7.805246083,92.19475392,0.084660415,2,0,2
802,SC176,SC,29.201125,101.5361361,3677,NE,5.1,919,412.59035,24,Mixed_broadleaved_coniferous_forest,Mixed_forest,103,natural,natural,middle,600,42.2443745,3.743471197,383.404782,5.949091303,0.056737531,-2.869319365,0.080244137,-2.522681579,NA,NA,383.404782,5.949091303,341.217145,5.832519063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.4280888,5.914659334,12.97669323,2.56315492,96.61540653,3.384593475,28.54564582,3,0,3
888,SC262,SC,28.22598333,105.5819472,1035,SW,14.4,1065,489.5439,9,Coniferous_forest,Coniferous_forest,28,planted,natural,late,600,5.806513718,1.758980342,58.8118695,4.074343697,0.056943334,-2.865698646,0.214956667,-1.53731882,NA,NA,58.8118695,4.074343697,53.06229912,3.971466678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.76729627,4.073585514,NA,NA,99.92421047,0,NA,1,3,3
889,SC263,SC,28.26225,105.5243528,1022,SE,14.5,1067,490.56125,28,Coniferous_forest,Coniferous_forest,28,natural,natural,middle,600,5.207523499,1.650104407,48.93345612,3.890461337,0.070321667,-2.65467532,0.541033334,-0.614274387,NA,NA,48.93345612,3.890461337,43.79625428,3.779548295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.93345612,3.890461337,NA,NA,100,0,NA,0,2,2
245,GZ9,GZ,25.71111667,108.2177778,476,NW,18.4,1288,593.3724,28,Evergreen_broadleaved_forest,Broadleaved_forest,65,natural,natural,late,500,13.84508045,2.627929967,208.2241085,5.338614944,0.088388,-2.426019065,0.14014,-1.965113356,NA,NA,208.2241085,5.338614944,194.467416,5.270264622,31.74387914,3.457699924,28.83715065,3.361664509,60.5810298,4.103981804,74.42611025,4.309806824,268.8935262,5.594315488,208.2241085,5.338614944,NA,NA,100,0,NA,0,2,2
41,AH44,AH,30.96409722,118.0298667,92,SW,16.2,1269,582.0282,41,Mixed_broadleaved_coniferous_forest,Mixed_forest,58,natural,natural,middle,1000,9.549178597,2.25645514,48.74293803,3.886560326,0.0942185,-2.362138726,0.191498834,-1.652873559,NA,NA,48.74293803,3.886560326,39.28797793,3.670918567,31.07634165,3.436446811,14.53486981,2.676550577,45.61121147,3.820153552,55.16039006,4.010245124,94.44836799,4.548053315,4.775619765,1.563523759,43.96731826,3.783446591,9.797562393,90.20243761,0.10861749,5,3,8
1107,ZJ152,ZJ,29.19904167,119.6159806,312,SW,16.2,1521,693.2862,5,Broadleaved_deciduous_forest,Broadleaved_forest,40,natural,natural,late,600,5.508351034,1.70626531,55.88911705,4.023369675,0.097953418,-2.32326324,0.122284167,-2.101407705,NA,NA,55.88911705,4.023369675,50.47871943,3.92155185,17.92144429,2.885998001,7.095624833,1.959478373,25.01706912,3.219558357,30.52542015,3.418559784,81.00413959,4.394500259,55.44544419,4.01539955,0.443672863,-0.812667783,99.20615518,0.793844824,124.9692032,1,5,5
1046,ZJ91,ZJ,28.26503056,120.2162389,56,NE,18.6,1547,707.9896,20,Mixed_broadleaved_coniferous_forest,Mixed_forest,36,natural,natural,middle,600,4.079893298,1.406070836,36.19327824,3.588873418,0.111875,-2.190373102,0.315451346,-1.153750821,NA,NA,36.19327824,3.588873418,32.22525994,3.472750615,35.01851352,3.555876879,17.58264311,2.866912229,52.60115664,3.962738109,56.68104993,4.037439938,88.90630988,4.487583117,9.711723978,2.273333813,26.48155426,3.276448425,26.83294924,73.16705076,0.366735422,7,3,7
1109,ZJ154,ZJ,29.19849444,119.6157861,291,SW,16.2,1521,693.2862,10,Mixed_broadleaved_coniferous_forest,Mixed_forest,40,natural,natural,late,600,5.831471528,1.763269375,69.05131605,4.234849939,0.130119524,-2.039301836,0.212611065,-1.548290768,NA,NA,69.05131605,4.234849939,63.34996405,4.148674339,18.63089657,2.924821309,5.795341917,1.757054477,24.42623849,3.195657902,30.25771001,3.409751028,93.60767406,4.539112368,28.90083003,3.363870315,40.15048603,3.692634546,41.85413354,58.14586646,0.719812707,3,7,7
311,GZ75,GZ,28.82661944,107.6159139,1238,SW,13.6,1257,573.2371,10,Broadleaved_deciduous_forest,Broadleaved_forest,40,natural,natural,early,1000,5.862694703,1.768609345,49.68627267,3.905728691,0.134033334,-2.009666749,0.011333334,-4.480006984,NA,NA,49.68627267,3.905728691,43.9576113,3.78322579,20.40203484,3.015634643,16.67613395,2.813978592,37.07816879,3.613028354,42.94086349,3.759823901,86.89847479,4.464740481,NA,NA,49.68627267,3.905728691,0,100,0,1,0,1
1111,ZJ156,ZJ,29.19720278,119.6150417,291,SW,16.2,1521,693.2862,10,Broadleaved_deciduous_forest,Broadleaved_forest,89,natural,natural,late,600,11.41859233,2.435242933,133.0818177,4.89096411,0.14273375,-1.946774272,0.062308334,-2.77566009,NA,NA,133.0818177,4.89096411,121.8059591,4.802429279,21.7603914,3.080091409,10.85089843,2.384247881,32.61128983,3.484658542,44.02988215,3.784868543,165.8358413,5.110998391,131.6600693,4.880223368,1.421748445,0.351887413,98.93167341,1.06832659,92.60433501,1,7,7
766,SC140,SC,30.42216944,99.49251389,4047,NE,3.5,573,257.68175,15,Coniferous_forest,Coniferous_forest,86,natural,natural,middle,1000,13.76188787,2.621903023,86.1217928,4.45576249,0.166011357,-1.795699077,0.103966577,-2.263685806,NA,NA,86.1217928,4.45576249,72.52591628,4.283943964,48.55079164,3.8826105,30.80721414,3.427748888,79.35800578,4.373969334,93.11989366,4.533887842,165.6458099,5.109851834,0.032486997,-3.426915362,86.0893058,4.455385197,0.037722156,99.96227784,0.000377364,1,1,1
1108,ZJ153,ZJ,29.19871944,119.6156417,312,SW,16.2,1521,693.2862,5,Broadleaved_deciduous_forest,Broadleaved_forest,40,natural,natural,late,600,6.582351912,1.884392115,69.06235605,4.235009807,0.174425,-1.746260429,0.107720953,-2.228211164,NA,NA,69.06235605,4.235009807,62.65442914,4.137634375,15.70532703,2.753999956,11.65445495,2.455688506,27.35978198,3.309074124,33.9421339,3.524657131,96.59656303,4.570543161,69.06235603,4.235009807,NA,NA,100,0,NA,0,5,5
1110,ZJ155,ZJ,29.19786667,119.6156583,291,SW,16.2,1521,693.2862,10,Mixed_broadleaved_coniferous_forest,Mixed_forest,40,natural,natural,late,600,9.03356882,2.200947508,101.4727891,4.619790675,0.39091492,-0.939265339,0.1264725,-2.067730386,NA,NA,101.4727891,4.619790675,92.8301352,4.53077132,24.60887666,3.203107218,8.758775297,2.170056089,33.36765195,3.507586926,42.40122077,3.747177154,135.231356,4.90698706,88.78721108,4.48624262,12.68557802,2.540465759,87.49854209,12.50145791,6.999067046,2,5,5
677,SC51,SC,28.84335,106.134375,426,NW,17.7,1086,503.24895,26,Coniferous_forest,Coniferous_forest,13,natural,natural,middle,1000,7.416630891,2.003724896,42.02575976,3.738282758,0.007234591,-4.928881451,0.132817975,-2.018775697,0.000136374,-8.900109447,42.02603251,3.738289248,34.61663621,3.544334382,10.05890004,2.308457819,8.186215536,2.102451708,18.24511557,2.903897404,25.66174646,3.245001418,60.27838267,4.098973543,39.32789728,3.671934122,2.697862486,0.992459788,93.58045518,6.419544824,14.57742842,1,4,5
503,HB138,HB,31.01116111,112.2049389,198,NW,16.1,984,456.06635,3,Broadleaved_deciduous_forest,Broadleaved_forest,58,natural,natural,early,600,7.337645054,1.993017954,57.5050864,4.051873403,0.022081438,-3.813017933,0.382099143,-0.962075167,0.000684375,-7.287004545,57.50645515,4.051897205,50.19089153,3.915833567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03003849,-3.50527572,57.47504792,4.051350904,0.052236232,99.94776377,0.000522635,4,0,4
691,SC65,SC,31.66878889,102.7173528,3098,NW,6.3,832,375.79205,11,Broadleaved_deciduous_forest,Broadleaved_forest,45,natural,natural,late,1000,29.13518952,3.371946705,153.0825075,5.030977041,0.008856667,-4.72658477,0.27086167,-1.306147031,0.001738125,-6.354948333,153.0859837,5.030999749,123.9596508,4.819956116,53.14792587,3.97307908,32.61386849,3.484737612,85.76179436,4.45157362,114.8969839,4.744035935,238.8566347,5.475863517,33.70676693,3.517698616,119.3757405,4.782276002,22.01869273,77.98130727,0.2823586,8,7,10
