Number,id_plot,province,latitude,longitude,altitude,aspect,MAT,MAP,Climate_change,slope,Forest_type,Forest_types,age,origin,origin_unsure,sucstage,area,Root_C_stock,lnRoot,Tree_C_stock,lnTree,Herb_layer_C_stock,lnHerb,Litter_layer_C_stock,lnLitter,Shrub_layer_C_stock,lnShrub,Woody_plant_C_stock,lnWoody,Total_aboveground_C_stock,lnabove,O_C_stock,lnOC,A_C_stock,lnAC,Total_soil_C_stock,lnTC,Total_belowground_C_stock,lnbelow,Total_forest_C_stock,lnTotalforest,AM_tree_C_stock,lnAM,EcM_tree_C_stock,lnEcM,C_stock_fraction_of_AM_tree,C_stock_fraction_of_EcM_tree,Ratio_of_AM_tree_C_to_EcM_tree_C,EcMrichness10,Amrichness10,species_richness10cm
529,HB164,HB,32.066325,110.1291389,676,SW,14.4,887,410.9569,10,Coniferous_forest,Coniferous_forest,101,natural,natural,middle,600,27.70644991,3.321665235,182.9789902,5.209371339,0.019983334,-3.912856653,0.381971179,-0.962410121,0.019746181,-3.924795173,183.0184825,5.209587145,155.3320159,5.045564864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.47583095,3.197686139,158.5031592,5.065774525,13.37630672,86.62369328,0.154418569,1,1,2
498,HB133,HB,31.49179722,113.02145,405,NW,14.9,1019,469.90665,21,Broadleaved_deciduous_forest,Broadleaved_forest,78,natural,natural,early,600,5.063097325,1.621978416,43.30388403,3.768242331,0.0132625,-4.322814775,0.296855259,-1.214510602,0.0197875,-3.922704854,43.34345903,3.769155804,38.2936242,3.645283412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29378352,0.257570887,41.95117745,3.7365065,2.987684705,96.87624653,0.030840219,2,1,3
460,HB95,HB,31.51172222,110.3480833,2015,NW,7.6,1317,591.6661,25,Broadleaved_deciduous_forest,Broadleaved_forest,67,natural,natural,middle,1000,22.69218177,3.12202045,97.42833,4.579117031,0.003799,-5.573017405,0.249016667,-1.390235449,0.020015,-3.911273287,97.46836,4.579527813,74.77997723,4.314550165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.700743059,1.308533626,93.57338325,4.538745976,3.798426041,96.04329997,0.0395491,3,4,7
992,ZJ28,ZJ,29.98742222,119.9288417,52,NW,17,1391,636.966,27,Evergreen_broadleaved_forest,Broadleaved_forest,30,natural,natural,middle,1600,20.09892532,3.000666347,64.94447445,4.173532666,NA,NA,0.382572812,-0.960836286,0.02018125,-3.903001323,64.98483695,4.174153965,44.88591163,3.804123973,20.39379533,3.015230704,10.01624148,2.304207923,30.41003681,3.414772712,50.50896214,3.922150789,95.39487376,4.558024843,62.45523651,4.134450084,2.489237917,0.911976606,96.16712902,3.832870985,25.09010331,2,6,6
411,HB46,HB,31.08785556,115.8140306,539,NE,13.8,1511,685.6468,25,Mixed_broadleaved_forest,Broadleaved_forest,41,natural,natural,middle,1000,11.42631238,2.435918799,48.50167532,3.88159834,0.011355546,-4.47804902,0.221212034,-1.508633608,0.020389584,-3.892731097,48.54245448,3.882438765,37.12749764,3.614357871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94007608,2.704047272,31.1926806,3.440183471,30.80321654,64.31258382,0.478960955,5,7,11
1102,ZJ147,ZJ,27.68055556,119.7910778,153,SW,18.1,1665,759.41485,15,Coniferous_forest,Coniferous_forest,40,natural,natural,middle,600,3.814818922,1.338893199,45.26343841,3.812499607,0.262718075,-1.33667378,0.090316667,-2.404433262,0.0204325,-3.890628509,45.30430341,3.813402026,41.75220256,3.731752206,15.56411438,2.744967904,10.75160824,2.375055347,26.31572262,3.270166579,30.13054154,3.405539326,71.8827441,4.275036237,3.148724073,1.146997315,42.11471433,3.740397189,6.956440305,93.0435597,0.074765414,3,2,3
272,GZ36,GZ,25.71238889,108.2153056,456,SE,18.5,1284,591.74075,28,Mixed_broadleaved_forest,Broadleaved_forest,30,natural,natural,middle,500,10.41052455,2.34281727,147.6206229,4.994645624,0.09390875,-2.365431713,0.164541667,-1.804591446,0.020437304,-3.890393421,147.6614975,4.994922475,137.3448817,4.922495147,21.31136236,3.059240375,20.81952232,3.03589112,42.13088468,3.740781075,52.54140923,3.961601606,189.8862909,5.246425424,147.6206228,4.994645623,NA,NA,100,0,NA,0,4,4
646,SC14,SC,31.08092222,105.1683944,436,SE,16.7,949,441.41995,29,Coniferous_forest,Coniferous_forest,45,planted,natural,middle,1000,21.75765376,3.079965593,62.71756035,4.138641478,0.040813334,-3.198746437,0.263037198,-1.33545982,0.020458587,-3.889352582,62.75847752,4.139293669,41.0416371,3.71458709,45.77811631,3.823806167,45.9923624,3.828475348,91.77047871,4.519290663,113.5281325,4.73205067,154.5697696,5.040645578,60.2473345,4.098458331,2.371466406,0.863508501,96.06134896,3.781184078,25.40509718,1,4,5
74,AH81,AH,32.27,118.2597222,135,SW,15,1033,476.222,5,Broadleaved_deciduous_forest,Broadleaved_forest,24,natural,natural,middle,1000,12.91208667,2.558163824,49.41950412,3.900345167,0.0285,-3.557851192,0.215,-1.537117251,0.020501326,-3.887265712,49.46050677,3.901174508,36.5769201,3.599417443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.74070783,3.755151811,6.67879629,1.898937775,86.48550525,13.51449475,6.399462714,1,7,8
938,SC312,SC,30.79943056,107.3472222,606,NE,16.3,1219,560.08755,15,Mixed_broadleaved_coniferous_forest,Mixed_forest,33,natural,natural,middle,600,19.79710432,2.985535681,168.5842809,5.127435808,0.037284117,-3.289187861,0.280584221,-1.270881346,0.020507147,-3.886981819,168.6252951,5.127679065,148.8654749,5.003043045,12.53683713,2.528671281,9.790064075,2.281368001,22.32690121,3.105792284,42.12400553,3.740617781,190.9894805,5.252218351,8.568712283,2.148117463,160.0155686,5.075271114,5.082746884,94.91725312,0.053549241,3,2,3
401,HB36,HB,31.31776389,110.4955972,1793,NW,9.8,1249,564.5998,35,Mixed_broadleaved_forest,Broadleaved_forest,90,planted,natural,late,1000,26.39014959,3.272990819,115.4947781,4.749225318,0.009005,-4.7099753,0.63824,-0.449040891,0.0205625,-3.88428625,115.5359031,4.749581331,89.15475846,4.490373719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.76324199,3.92717251,57.90185678,4.058749453,43.95284605,50.13374437,0.876711816,12,13,25
442,HB77,HB,32.43346111,110.7387667,972,NW,12,953,436.8715,25,Broadleaved_deciduous_forest,Broadleaved_forest,23,natural,natural,middle,600,6.469020937,1.867024774,45.31856343,3.813716737,0.014808334,-4.212565149,0.149407916,-1.901075022,0.020786475,-3.873452744,45.36013638,3.814633666,38.90592378,3.661146521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.73892478,2.817736832,20.39981892,3.015526024,36.93613283,45.0142665,0.820542812,4,6,10
103,AH110,AH,29.62736667,118.4746,480,SW,14.7,1774,802.97045,34,Evergreen_broadleaved_forest,Broadleaved_forest,34,natural,natural,middle,600,9.951850549,2.297758519,56.68955755,4.037590024,0.019015167,-3.962518355,0.383756167,-0.95774791,0.02103225,-3.861698305,56.73162205,4.038331763,46.79878667,3.845857277,41.08576074,3.715661607,15.52564256,2.742493016,56.6114033,4.036210437,66.56325385,4.198152681,113.3620405,4.730586595,4.175796953,1.429305227,52.51376058,3.961075242,7.366077872,92.63392213,0.079518147,4,3,7
779,SC153,SC,29.5805,102.0184056,2791,SW,8.3,930,421.74605,0,Broadleaved_deciduous_forest,Broadleaved_forest,87,natural,natural,middle,600,8.861736945,2.181742789,86.34378955,4.45833688,0.002082486,-6.174192907,0.086248869,-2.450518336,0.021056132,-3.860563455,86.38590181,4.458824489,77.52624735,4.350616555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.830968292,2.178264668,72.9231167,4.28940569,10.22768208,84.45670161,0.12109971,5,2,5
439,HB74,HB,30.05573333,110.212825,1703,NE,10.1,1521,685.09085,5,Broadleaved_deciduous_forest,Broadleaved_forest,34,natural,natural,middle,600,6.639780467,1.893078901,50.71418095,3.926205575,0.006083334,-5.102202378,0.202987948,-1.594608671,0.02107924,-3.859466609,50.75633943,3.927036525,44.1226423,3.786973082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.01963645,2.709358442,34.77467316,3.548889339,29.61624572,68.5699197,0.431913087,5,9,13
928,SC302,SC,28.9275,103.2808333,2040,SE,9.7,1228,555.19395,15,Mixed_broadleaved_forest,Broadleaved_forest,135,natural,natural,late,600,121.4155747,4.799219163,1242.959698,7.125250668,0.018658276,-3.981465478,0.048138334,-3.033676455,0.02110125,-3.858422999,1243.0019,7.12528462,1121.604984,7.02251596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.12053296,3.437867825,1196.528599,7.087179809,2.503744331,96.26447276,0.026009017,5,5,6
1050,ZJ95,ZJ,28.43542778,119.9021222,103,NE,18.6,1437,659.4246,30,Mixed_broadleaved_coniferous_forest,Mixed_forest,45,natural,natural,middle,600,6.439220729,1.862407528,50.99406075,3.93170917,NA,NA,0.38037046,-0.966609606,0.0211275,-3.85717977,51.03631575,3.932537453,44.59709502,3.797668723,21.02752499,3.045832293,18.08130208,2.89487837,39.10882708,3.666348198,45.54804781,3.818767765,90.14514283,4.501421069,0.408197601,-0.896003906,50.58586316,3.923672153,0.800480673,99.19951933,0.008069401,2,1,2
445,HB80,HB,32.43489167,110.7380694,986,NW,12,953,436.8715,20,Broadleaved_deciduous_forest,Broadleaved_forest,32,natural,natural,middle,600,5.542085158,1.712370812,43.59544115,3.774952584,0.008916667,-4.719833057,1.697034588,0.528882368,0.021154167,-3.855918372,43.63774948,3.77592259,38.10458099,3.640334511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2234123,2.41800198,32.2605311,3.473844536,25.74446319,73.99978129,0.34789918,4,1,5
820,SC194,SC,30.07836389,102.4221,1384,NE,14.1,959,442.34185,3,Mixed_broadleaved_forest,Broadleaved_forest,79,natural,natural,middle,600,8.330328832,2.119902931,76.5228125,4.337588899,0.023283188,-3.760023724,0.04781547,-3.040406052,0.02116891,-3.855221683,76.56515032,4.338142017,68.25810467,4.223296177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.52281252,4.337588899,NA,NA,100,0,NA,0,5,6
939,SC313,SC,30.79930556,107.3466778,630,SE,16.3,1219,560.08755,15,Mixed_broadleaved_coniferous_forest,Mixed_forest,35,natural,natural,middle,600,18.36725059,2.91056922,156.7393509,5.05458424,0.041992879,-3.170255223,0.286581609,-1.249731935,0.021337457,-3.847291206,156.7820258,5.05485647,138.4567681,4.930558133,11.58703713,2.449886984,8.446462802,2.13374775,20.03349993,2.997405869,38.40075051,3.648077004,176.8575186,5.175344429,7.213190435,1.975911355,149.5261604,5.007471363,4.602029035,95.39797097,0.048240324,3,2,3
784,SC158,SC,29.57606944,102.0029611,2967,SE,7.1,958,432.49585,15,Coniferous_forest,Coniferous_forest,68,natural,natural,middle,1000,38.2659937,3.644561609,232.5798265,5.449233506,0.004577368,-5.386631119,0.1138409,-2.172953419,0.021892776,-3.82159856,232.6236121,5.449421749,194.3621957,5.269723407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139424451,-1.970232394,232.4404021,5.448633857,0.059946924,99.94005308,0.000599829,3,1,3
945,SC319,SC,31.19118333,107.90695,973,NW,14.8,1308,597.3658,30,Broadleaved_deciduous_forest,Broadleaved_forest,30,natural,natural,middle,600,0.440495054,-0.819856062,3.965738117,1.377691996,0.093261496,-2.372347947,0.13549121,-1.998848512,0.02236683,-3.800176221,4.010471777,1.388908885,3.663238218,1.298347515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990410263,-0.009636015,2.975327854,1.090354236,24.97417211,75.02582789,0.332874329,0,0,1
421,HB56,HB,30.054225,110.2130194,1730,NE,10.1,1521,685.09085,10,Mixed_broadleaved_forest,Broadleaved_forest,45,natural,natural,middle,1000,19.58803594,2.974918969,87.9702511,4.476998702,0.003066667,-5.787163975,0.31204143,-1.164619312,0.022379167,-3.799624798,88.01500943,4.477507362,68.43004016,4.225811912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.12189211,3.873737211,38.53212522,3.651492315,54.70246078,43.80131321,1.248877186,7,5,12
812,SC186,SC,30.48339722,100.2356694,3624,SW,3.8,672,301.7933,34,Evergreen_broadleaved_forest,Broadleaved_forest,145,natural,natural,late,600,9.067824528,2.204732382,89.3519437,4.492582995,0.044063998,-3.122112202,0.298105224,-1.210308754,0.022510209,-3.793786339,89.39696412,4.493086723,80.37320359,4.386680832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.35194375,4.492582996,0,100,0,1,0,1
657,SC25,SC,30.78333333,103.2166667,1529,SW,11.6,1021,466.3561,40,Mixed_broadleaved_forest,Broadleaved_forest,41,natural,natural,early,1000,7.433658667,2.006018156,43.20419943,3.7659377,0.087821667,-2.432447032,0.102503334,-2.277859954,0.022560834,-3.791539885,43.24932109,3.766981536,35.90348409,3.580834341,39.89516418,3.686255118,34.84037813,3.550777005,74.73554231,4.31395578,82.16920098,4.408780548,118.0726851,4.77130041,43.20419943,3.7659377,NA,NA,100,0,NA,0,7,7
459,HB94,HB,31.51172222,110.3480833,2015,NW,7.6,1317,591.6661,25,Broadleaved_deciduous_forest,Broadleaved_forest,74,natural,natural,middle,1000,24.69817837,3.206729491,99.2753728,4.597897532,0.0022496,-6.097002856,0.241268334,-1.421845546,0.02259125,-3.790192616,99.3205553,4.598352552,74.62462653,4.312470567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.203091173,1.649252905,94.07228161,4.54406344,5.241069388,94.75893061,0.055309503,4,1,5
531,HB166,HB,32.06575833,110.1722583,880,NE,13.1,949,436.58335,15,Coniferous_forest,Coniferous_forest,76,natural,natural,middle,600,25.91891035,3.254972832,170.8412946,5.140735024,0.126534849,-2.067237523,0.407755582,-0.897087348,0.022719296,-3.784540672,170.8867332,5.141000958,145.0943577,4.977384274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.17311013,4.192274189,104.5734931,4.649890107,38.73367401,61.21089945,0.632790473,3,3,6
926,SC300,SC,28.92444444,103.2763889,2092,SE,10.9,1156,525.01815,8,Mixed_broadleaved_forest,Broadleaved_forest,131,natural,natural,late,600,180.3208071,5.194737526,1864.069362,7.530517206,0.026769577,-3.620489223,0.060853334,-2.799288671,0.022801667,-3.780921632,1864.114965,7.53054167,1683.820928,7.428820852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.297922364,1.840219796,1854.102808,7.525156197,0.337858799,99.46533352,0.003396749,3,1,3
399,HB34,HB,31.31776389,110.4955972,1793,NW,9.8,1249,564.5998,35,Mixed_broadleaved_forest,Broadleaved_forest,156,planted,natural,late,1000,36.01822739,3.584025127,171.2748865,5.143269789,0.018345,-3.998398221,0.28366,-1.259978941,0.02284875,-3.778858868,171.320584,5.143536562,135.3207016,4.907647529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.76495878,3.755719047,113.4107967,4.731016596,24.9686102,66.21566009,0.377080137,16,10,26
856,SC230,SC,30.87666667,100.8850111,3587,SE,5.5,673,304.51875,28,Evergreen_broadleaved_forest,Broadleaved_forest,114,natural,natural,middle,600,20.6706907,3.028716789,202.3174911,5.309838202,0.014877721,-4.20789042,0.474199081,-0.746128043,0.023030147,-3.770951182,202.3635513,5.310065839,181.7077384,5.202399563,31.45231585,3.448472616,19.91939739,2.991694,51.37171323,3.939087695,72.04240393,4.277254889,253.7501423,5.536350091,NA,NA,202.3174911,5.309838202,0,100,0,2,1,2
483,HB118,HB,30.15276667,114.4272972,99,SW,17.2,1330,610.3032,10,Evergreen_broadleaved_forest,Broadleaved_forest,69,natural,natural,middle,600,13.60345124,2.610323528,112.0642402,4.71907228,0.007136111,-4.942587329,0.349014546,-1.052641679,0.023043923,-3.770353189,112.110328,4.719483458,98.51401287,4.590198801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923291653,-0.079810111,111.1409485,4.710799202,0.823894983,99.17610502,0.008307394,4,1,5
528,HB163,HB,32.06575,110.1287194,702,NW,14.4,887,410.9569,15,Coniferous_forest,Coniferous_forest,131,natural,natural,middle,600,28.21624484,3.33989787,184.5832758,5.218100721,0.017216667,-4.061877353,0.599653623,-0.511403085,0.02339048,-3.755426177,184.6300568,5.21835413,156.4310286,5.052615201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.37618398,3.233811096,159.2070918,5.070205819,13.74782405,86.25217595,0.15939104,1,1,2
737,SC111,SC,31.7147,99.75611667,3625,NW,4.3,620,279.50705,36,Broadleaved_deciduous_forest,Broadleaved_forest,35,natural,natural,middle,600,3.390248371,1.220903184,28.20422686,3.339471855,0.028974143,-3.541351467,0.518707734,-0.656414687,0.023548255,-3.748703559,28.25132337,3.341140301,24.89004914,3.214468091,67.88616716,4.21783229,77.96719833,4.356288204,145.8533655,4.982601771,149.2436139,5.005579963,174.133663,5.159823182,NA,NA,28.20422685,3.339471855,0,100,0,2,0,2
501,HB136,HB,31.00765833,112.2067056,214,NW,16.1,985,456.50785,3,Broadleaved_deciduous_forest,Broadleaved_forest,32,natural,natural,early,600,4.218405345,1.439457176,35.08019508,3.557636728,0.004976991,-5.302929787,0.483740331,-0.726207022,0.023589503,-3.746953454,35.12737408,3.558980715,30.91394573,3.4312074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50586934,0.918635716,32.57432573,3.483524424,7.143259422,92.85674058,0.076927742,2,1,3
316,GZ80,GZ,28.220775,107.1713278,1530,NE,12.5,1231,560.28025,6,Mixed_broadleaved_forest,Broadleaved_forest,59,natural,natural,middle,1000,7.734686607,2.045714967,49.8972452,3.909965795,NA,NA,0.362,-1.016111067,0.023752084,-3.740085005,49.94474937,3.910917382,42.21006276,3.742658647,79.05540399,4.370148923,49.58933168,3.903775723,128.6447357,4.857054618,136.3794223,4.915440871,178.589485,5.185089792,2.680927612,0.986162859,47.21631759,3.854739544,5.372897043,94.62710296,0.056779684,5,0,5
92,AH99,AH,29.61028611,118.0361972,430,NW,14.2,1873,846.0072,36,Evergreen_broadleaved_forest,Broadleaved_forest,41,natural,natural,middle,600,22.01129952,3.091555936,96.3768622,4.568266154,0.061001667,-2.796854087,0.383242334,-0.959087764,0.023813834,-3.737488607,96.42448987,4.568760214,74.47419201,4.310452649,55.77738773,4.021368549,43.53239961,3.773505479,99.30978734,4.59824413,121.3210869,4.798440642,195.7952789,5.277069618,2.943517425,1.079605269,93.43334475,4.537248292,3.054174372,96.94582563,0.031503929,9,3,12
957,SC331,SC,32.04324444,107.9976472,630,NW,14.6,1211,554.2716,45,Broadleaved_deciduous_forest,Broadleaved_forest,30,natural,natural,middle,600,1.181329856,0.166640801,10.55220638,2.356334974,0.200938352,-1.604757124,0.32004423,-1.139296074,0.023947679,-3.73188387,10.60010173,2.360863598,9.619710228,2.263814142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451201708,-0.795840793,10.10100467,2.312634891,4.2758992,95.7241008,0.044668993,2,0,2
742,SC116,SC,31.14861389,100.8165722,3604,NW,6,656,297.685,33,Coniferous_forest,Coniferous_forest,129,natural,natural,middle,600,8.89353008,2.185324055,91.01448925,4.511018716,0.04929885,-3.009854525,0.344772143,-1.064871535,0.024031302,-3.728398048,91.06255185,4.511546653,82.21832062,4.409378156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698285517,-0.35912721,87.54351581,4.472135993,0.767224562,96.18635066,0.007976439,3,1,3
738,SC112,SC,31.7149,99.755275,3592,NW,4.3,620,279.50705,37,Broadleaved_deciduous_forest,Broadleaved_forest,20,natural,natural,early,600,2.434559313,0.88976576,18.46047002,2.91563169,0.087964526,-2.430821659,0.155083306,-1.863792848,0.024168085,-3.722722318,18.50880619,2.918246629,16.1622114,2.782675888,38.62661493,3.653941545,31.04230477,3.435350944,69.6689197,4.243754303,72.10347901,4.278102296,88.26569041,4.480351475,NA,NA,18.46047003,2.915631691,0,100,0,2,0,2
825,SC199,SC,28.06621944,100.3096972,2632,SW,14,850,394.084,36,Coniferous_forest,Coniferous_forest,41,natural,natural,middle,600,2.822834775,1.037741619,26.07994833,3.261166756,NA,NA,0.135602988,-1.998023868,0.024184067,-3.722061251,26.12831646,3.263019648,23.30548169,3.148688599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.07994833,3.261166756,0,100,0,1,0,1
509,HB144,HB,31.8105,110.7570167,229,SW,11.4,1064,485.0719,20,Broadleaved_deciduous_forest,Broadleaved_forest,41,natural,natural,middle,600,5.517009261,1.707835913,46.78373584,3.845535618,0.008233334,-4.799564243,0.226799631,-1.483688334,0.024697338,-3.701059814,46.83313051,3.846590869,41.32435458,3.721452025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.069976762,1.955857193,39.71375908,3.681697704,15.11203976,84.88796024,0.178023358,5,1,6
427,HB62,HB,31.08826389,115.8114778,598,SW,13.8,1511,685.6468,18,Broadleaved_deciduous_forest,Broadleaved_forest,83,natural,natural,middle,600,13.53463789,2.605252169,93.6337173,4.539390546,0.003833334,-5.564020358,0.300782082,-1.201369256,0.024791667,-3.69724769,93.68330063,4.539919952,80.15249608,4.383931021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.58849704,2.359768227,79.10413403,4.370765137,11.30842323,84.48253076,0.133855167,5,5,10
1082,ZJ127,ZJ,28.54293056,118.5004694,163,SW,17.6,1762,801.5686,10,Mixed_broadleaved_coniferous_forest,Mixed_forest,78,natural,natural,middle,600,6.918166927,1.93415084,59.05547275,4.078477218,0.0431,-3.144232282,0.216079618,-1.532108337,0.02492125,-3.692034426,59.10531525,4.079320857,52.23024832,3.955661797,15.76514719,2.757801629,9.230723057,2.222537383,24.99587025,3.218710621,31.91403717,3.46304595,84.1442855,4.43253301,11.60479665,2.451418517,47.4506761,3.859690774,19.65067099,80.34932901,0.244565465,8,5,9
386,HB21,HB,30.05989167,110.2210694,1520,NW,10.2,1515,682.5762,18,Mixed_broadleaved_forest,Broadleaved_forest,95,natural,natural,middle,1000,28.65608796,3.355365915,112.7876227,4.725506605,0.002325,-6.06403524,0.354236931,-1.037789293,0.025354167,-3.674812184,112.838331,4.725956095,84.18456808,4.433011627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.0562821,4.234921855,43.3042074,3.768249799,61.22682655,38.39446774,1.594678352,4,14,17
264,GZ28,GZ,25.71278333,108.2164083,463,SE,18.5,1284,591.74075,27,Evergreen_broadleaved_forest,Broadleaved_forest,35,natural,natural,middle,500,10.28336594,2.330527633,148.8076288,5.00265439,0.275378334,-1.289609367,0.188218334,-1.670152639,0.025437084,-3.67154717,148.858503,5.00299621,138.8505154,4.933397926,19.0096282,2.944945598,17.66384735,2.871520028,36.67347555,3.602053757,46.95684149,3.849228914,185.8073569,5.224710421,148.8076288,5.00265439,NA,NA,100,0,NA,0,2,2
544,HB179,HB,30.69180556,110.2854333,1480,SW,10.7,1360,614.81545,20,Broadleaved_deciduous_forest,Broadleaved_forest,76,natural,natural,middle,600,6.899033432,1.931381319,54.47547785,3.997750653,0.03037785,-3.494041555,0.172358334,-1.758179632,0.025597917,-3.665244298,54.52667368,3.998690007,47.6580181,3.864050887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.29982956,2.727841688,38.75664805,3.657302304,28.08571887,71.14512729,0.394766584,5,7,12
520,HB155,HB,32.14961389,111.2865389,510,SE,14,927,428.0795,30,Broadleaved_deciduous_forest,Broadleaved_forest,78,natural,natural,middle,600,8.624662823,2.154625869,66.80704445,4.201808531,0.001942308,-6.243878322,0.473316001,-0.747992035,0.025808826,-3.657038753,66.8586621,4.20258087,58.23594159,4.064502717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.62527103,2.924519316,47.82113108,3.867467615,27.87920222,71.58097093,0.389477844,4,4,8
769,SC143,SC,30.28643611,99.466375,4256,NE,1.2,599,266.0707,28,Coniferous_forest,Coniferous_forest,78,natural,natural,middle,600,20.93819718,3.041575107,201.9965176,5.308250458,0.046718758,-3.063609525,1.122096441,0.115198758,0.026196347,-3.642135305,202.0489102,5.308509798,181.1574318,5.199366442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705135562,-0.349365208,201.291382,5.30475352,0.349083029,99.65091697,0.003503059,1,1,2
958,SC332,SC,32.04333056,107.9978583,585,SE,14.6,1211,554.2716,40,Broadleaved_deciduous_forest,Broadleaved_forest,30,natural,natural,middle,600,1.014423181,0.014320156,9.23913139,2.223447876,0.178412623,-1.723656305,0.370073264,-0.994054282,0.02641812,-3.633705141,9.291967629,2.229150331,8.455957071,2.134871172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.215879118,0.195467369,8.023252274,2.08234386,13.16010203,86.83989797,0.151544421,1,0,1
485,HB120,HB,30.15309167,114.4283917,93,SW,17.2,1330,610.3032,15,Evergreen_broadleaved_forest,Broadleaved_forest,89,natural,natural,middle,600,12.09976637,2.493186144,86.8222275,4.463862666,0.014138361,-4.258863538,0.169575472,-1.774457189,0.026441894,-3.632805633,86.87511129,4.464471585,74.78948328,4.314677277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.161461705,0.770784708,84.66076575,4.43865228,2.489525745,97.51047425,0.025530855,6,2,8
97,AH103,AH,29.62950833,117.9037778,410,SE,15,1814,821.0335,35,Evergreen_broadleaved_forest,Broadleaved_forest,43,natural,natural,middle,600,10.45457472,2.347039655,74.66175085,4.312967924,0.040059667,-3.217385261,0.279513834,-1.274703492,0.027017917,-3.61125504,74.71578668,4.313691404,64.30127163,4.163579408,52.07119212,3.952611861,34.27424414,3.534394172,86.34543627,4.458355952,96.80001098,4.572647108,161.1012826,5.082033252,6.940886724,1.937429536,64.32332538,4.163922324,9.29644248,86.15298279,0.107906217,4,1,10
892,SC266,SC,28.29919444,105.5265667,347,SE,17.8,1068,495.4363,45,Broadleaved_deciduous_forest,Broadleaved_forest,54,natural,natural,middle,1000,7.278348467,1.984903978,40.86116962,3.710180214,0.152815,-1.87852724,0.025765,-3.658738297,0.02716625,-3.605779885,40.91550212,3.711509016,33.78996865,3.520163973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.563831887,1.518162597,36.29733773,3.591744398,11.16911711,88.83088289,0.125734618,4,2,5
772,SC146,SC,30.030275,100.8129778,4099,NW,1.8,787,349.8788,5,Coniferous_forest,Coniferous_forest,86,natural,natural,middle,600,9.110872467,2.209468477,89.36099465,4.492684286,0.038229455,-3.264148987,1.527918956,0.42390665,0.02735455,-3.598872402,89.41570375,4.493296324,80.34306074,4.386305726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.36099467,4.492684286,0,100,0,1,0,1
90,AH97,AH,29.59591389,118.0746,550,SE,13.8,1905,859.5978,32,Evergreen_broadleaved_forest,Broadleaved_forest,31,natural,natural,middle,600,7.224335055,1.977455196,55.21762795,4.011282249,0.0701815,-2.656670535,0.376520667,-0.976782341,0.027786417,-3.583207975,55.27320078,4.012288176,48.11904723,3.873678091,46.96522376,3.849407408,41.37737066,3.722734129,88.34259443,4.481222374,95.56692948,4.559826834,143.6859767,4.967630201,6.851479005,1.924464542,48.36614893,3.878800167,12.40813715,87.59186285,0.14165856,3,3,6
73,AH80,AH,32.26916667,118.2591667,122,SE,15,1033,476.222,5,Broadleaved_deciduous_forest,Broadleaved_forest,45,natural,natural,middle,1000,7.663719475,2.036497437,32.50421405,3.481369744,0.0465,-3.068302966,0.193206522,-1.6439956,0.027984567,-3.576102099,32.56018318,3.483090167,24.94296371,3.216591767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.41345922,3.478573745,0.090754837,-2.399593507,99.72079055,0.27920945,357.1540679,0,8,8
